States,Regions,Dates,Usage,,,,
Andhra Pradesh,South,01-05-2020 0.00,187.2,,,,
Andhra Pradesh,South,02-05-2020 0.00,189.7,,,,
Andhra Pradesh,South,03-05-2020 0.00,163.9,,,,
Andhra Pradesh,South,04-05-2020 0.00,167.5,,,,
Andhra Pradesh,South,05-05-2020 0.00,170.6,,,,
Andhra Pradesh,South,13-05-2020 0.00,171.9,,,,
Andhra Pradesh,South,14-05-2020 0.00,171.7,,,,
Andhra Pradesh,South,15-05-2020 0.00,174.8,,,,
Andhra Pradesh,South,16-05-2020 0.00,177.3,,,,
Andhra Pradesh,South,17-05-2020 0.00,184.4,,,,
Andhra Pradesh,South,18-05-2020 0.00,180.6,,,,
Andhra Pradesh,South,19-05-2020 0.00,184.6,,,,
Andhra Pradesh,South,20-05-2020 0.00,189.5,,,,
Andhra Pradesh,South,21-05-2020 0.00,188.1,,,,
Andhra Pradesh,South,22-05-2020 0.00,187.4,,,,
Andhra Pradesh,South,23-05-2020 0.00,180.5,,,,
Andhra Pradesh,South,01-06-2020 0.00,151.6,,,,
Andhra Pradesh,South,02-06-2020 0.00,152.6,,,,
Andhra Pradesh,South,03-06-2020 0.00,153.2,,,,
Andhra Pradesh,South,04-06-2020 0.00,156.4,,,,
Andhra Pradesh,South,05-06-2020 0.00,156,,,,
Andhra Pradesh,South,01-07-2020 0.00,155,,,,
Andhra Pradesh,South,02-07-2020 0.00,150.3,,,,
Andhra Pradesh,South,03-07-2020 0.00,157.2,,,,
Andhra Pradesh,South,04-07-2020 0.00,153.6,,,,
Andhra Pradesh,South,05-07-2020 0.00,159.4,,,,
Andhra Pradesh,South,01-08-2020 0.00,163.6,,,,
Andhra Pradesh,South,02-08-2020 0.00,167.9,,,,
Andhra Pradesh,South,03-08-2020 0.00,169.6,,,,
Andhra Pradesh,South,04-08-2020 0.00,169.7,,,,
Andhra Pradesh,South,05-08-2020 0.00,195.3,,,,
Andhra Pradesh,South,01-09-2020 0.00,195.9,,,,
Andhra Pradesh,South,02-09-2020 0.00,201.2,,,,
Andhra Pradesh,South,03-09-2020 0.00,199.5,,,,
Andhra Pradesh,South,04-09-2020 0.00,194.7,,,,
Andhra Pradesh,South,05-09-2020 0.00,185.7,,,,
Andhra Pradesh,South,01-10-2020 0.00,182.4,,,,
Andhra Pradesh,South,02-10-2020 0.00,169.9,,,,
Andhra Pradesh,South,03-10-2020 0.00,171.9,,,,
Andhra Pradesh,South,04-10-2020 0.00,171.4,,,,
Andhra Pradesh,South,05-10-2020 0.00,179.4,,,,
Andhra Pradesh,South,01-11-2020 0.00,169.3,,,,
Andhra Pradesh,South,02-11-2020 0.00,179.4,,,,
Andhra Pradesh,South,03-11-2020 0.00,175.1,,,,
Andhra Pradesh,South,04-11-2020 0.00,195.1,,,,
Andhra Pradesh,South,05-11-2020 0.00,195.8,,,,
Andhra Pradesh,South,01-12-2020 0.00,196.5,,,,
Andhra Pradesh,South,02-12-2020 0.00,197.6,,,,
Andhra Pradesh,South,03-12-2020 0.00,197.3,,,,
Andhra Pradesh,South,04-12-2020 0.00,186.1,,,,
Andhra Pradesh,South,05-12-2020 0.00,181.9,,,,
Arunachal Pradesh,NEast,02-01-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,03-01-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,04-01-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,05-01-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,06-01-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,07-01-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,08-01-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,09-01-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,10-01-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,11-01-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,12-01-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,13-01-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,14-01-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,15-01-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,16-01-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,17-01-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,18-01-2019 0.00,2.5,,,,
Arunachal Pradesh,NEast,19-01-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,20-01-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,21-01-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,22-01-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,23-01-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,24-01-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,25-01-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,26-01-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,27-01-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,28-01-2019 0.00,2,,,,
Arunachal Pradesh,NEast,29-01-2019 0.00,1.8,,,,
Arunachal Pradesh,NEast,30-01-2019 0.00,1.8,,,,
Arunachal Pradesh,NEast,31-01-2019 0.00,2,,,,
Arunachal Pradesh,NEast,02-02-2019 0.00,1.5,,,,
Arunachal Pradesh,NEast,03-02-2019 0.00,1.5,,,,
Arunachal Pradesh,NEast,04-02-2019 0.00,1.5,,,,
Arunachal Pradesh,NEast,05-02-2019 0.00,1.4,,,,
Arunachal Pradesh,NEast,06-02-2019 0.00,1.5,,,,
Arunachal Pradesh,NEast,07-02-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,08-02-2019 0.00,2,,,,
Arunachal Pradesh,NEast,09-02-2019 0.00,2,,,,
Arunachal Pradesh,NEast,10-02-2019 0.00,1.8,,,,
Arunachal Pradesh,NEast,11-02-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,12-02-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,13-02-2019 0.00,1.9,,,,
Arunachal Pradesh,NEast,14-02-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,15-02-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,16-02-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,17-02-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,18-02-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,19-02-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,20-02-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,21-02-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,22-02-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,23-02-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,24-02-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,25-02-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,26-02-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,27-02-2019 0.00,2,,,,
Arunachal Pradesh,NEast,28-02-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,02-03-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,03-03-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,04-03-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,05-03-2019 0.00,2.5,,,,
Arunachal Pradesh,NEast,06-03-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,07-03-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,08-03-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,09-03-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,10-03-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,11-03-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,12-03-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,13-03-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,14-03-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,15-03-2019 0.00,1.4,,,,
Arunachal Pradesh,NEast,16-03-2019 0.00,2,,,,
Arunachal Pradesh,NEast,17-03-2019 0.00,1.5,,,,
Arunachal Pradesh,NEast,18-03-2019 0.00,1.5,,,,
Arunachal Pradesh,NEast,19-03-2019 0.00,1.4,,,,
Arunachal Pradesh,NEast,20-03-2019 0.00,1.5,,,,
Arunachal Pradesh,NEast,21-03-2019 0.00,1.7,,,,
Arunachal Pradesh,NEast,22-03-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,23-03-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,24-03-2019 0.00,2,,,,
Arunachal Pradesh,NEast,25-03-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,26-03-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,27-03-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,28-03-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,29-03-2019 0.00,2,,,,
Arunachal Pradesh,NEast,30-03-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,31-03-2019 0.00,2,,,,
Arunachal Pradesh,NEast,02-04-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,03-04-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,04-04-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,05-04-2019 0.00,1.8,,,,
Arunachal Pradesh,NEast,06-04-2019 0.00,1.9,,,,
Arunachal Pradesh,NEast,07-04-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,08-04-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,09-04-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,10-04-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,11-04-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,12-04-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,13-04-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,14-04-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,15-04-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,16-04-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,17-04-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,18-04-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,19-04-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,20-04-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,21-04-2019 0.00,2,,,,
Arunachal Pradesh,NEast,22-04-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,23-04-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,24-04-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,25-04-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,26-04-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,27-04-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,28-04-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,29-04-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,30-04-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,02-05-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,03-05-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,04-05-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,05-05-2019 0.00,2,,,,
Arunachal Pradesh,NEast,06-05-2019 0.00,2,,,,
Arunachal Pradesh,NEast,07-05-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,08-05-2019 0.00,1.4,,,,
Arunachal Pradesh,NEast,09-05-2019 0.00,1.9,,,,
Arunachal Pradesh,NEast,10-05-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,11-05-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,12-05-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,13-05-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,14-05-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,15-05-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,16-05-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,17-05-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,18-05-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,19-05-2019 0.00,1.9,,,,
Arunachal Pradesh,NEast,20-05-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,21-05-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,22-05-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,23-05-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,24-05-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,25-05-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,26-05-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,27-05-2019 0.00,1.9,,,,
Arunachal Pradesh,NEast,28-05-2019 0.00,2,,,,
Arunachal Pradesh,NEast,29-05-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,30-05-2019 0.00,2,,,,
Arunachal Pradesh,NEast,31-05-2019 0.00,2,,,,
Arunachal Pradesh,NEast,02-06-2019 0.00,1.9,,,,
Arunachal Pradesh,NEast,03-06-2019 0.00,2,,,,
Arunachal Pradesh,NEast,04-06-2019 0.00,2,,,,
Arunachal Pradesh,NEast,05-06-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,06-06-2019 0.00,2,,,,
Arunachal Pradesh,NEast,07-06-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,08-06-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,09-06-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,10-06-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,11-06-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,12-06-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,13-06-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,14-06-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,15-06-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,16-06-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,17-06-2019 0.00,2,,,,
Arunachal Pradesh,NEast,18-06-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,19-06-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,20-06-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,21-06-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,22-06-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,23-06-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,24-06-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,25-06-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,26-06-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,27-06-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,28-06-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,29-06-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,30-06-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,01-07-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,02-07-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,03-07-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,04-07-2019 0.00,2.6,,,,
Arunachal Pradesh,NEast,05-07-2019 0.00,2.6,,,,
Arunachal Pradesh,NEast,06-07-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,07-07-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,08-07-2019 0.00,1.4,,,,
Arunachal Pradesh,NEast,08-07-2019 0.00,1.4,,,,
Arunachal Pradesh,NEast,09-07-2019 0.00,1.1,,,,
Arunachal Pradesh,NEast,09-07-2019 0.00,1.4,,,,
Arunachal Pradesh,NEast,10-07-2019 0.00,1.3,,,,
Arunachal Pradesh,NEast,10-07-2019 0.00,1.4,,,,
Arunachal Pradesh,NEast,11-07-2019 0.00,1.3,,,,
Arunachal Pradesh,NEast,11-07-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,12-07-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,12-07-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,13-07-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,14-07-2019 0.00,2,,,,
Arunachal Pradesh,NEast,15-07-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,16-07-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,17-07-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,18-07-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,19-07-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,20-07-2019 0.00,2,,,,
Arunachal Pradesh,NEast,21-07-2019 0.00,2,,,,
Arunachal Pradesh,NEast,22-07-2019 0.00,2,,,,
Arunachal Pradesh,NEast,23-07-2019 0.00,1.9,,,,
Arunachal Pradesh,NEast,24-07-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,25-07-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,26-07-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,27-07-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,28-07-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,29-07-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,30-07-2019 0.00,2,,,,
Arunachal Pradesh,NEast,31-07-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,01-08-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,02-08-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,03-08-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,04-08-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,05-08-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,06-08-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,08-08-2019 0.00,1.9,,,,
Arunachal Pradesh,NEast,09-08-2019 0.00,1.9,,,,
Arunachal Pradesh,NEast,10-08-2019 0.00,1.9,,,,
Arunachal Pradesh,NEast,11-08-2019 0.00,2,,,,
Arunachal Pradesh,NEast,12-08-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,13-08-2019 0.00,2,,,,
Arunachal Pradesh,NEast,14-08-2019 0.00,1.5,,,,
Arunachal Pradesh,NEast,15-08-2019 0.00,2.5,,,,
Arunachal Pradesh,NEast,16-08-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,17-08-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,18-08-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,19-08-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,20-08-2019 0.00,2,,,,
Arunachal Pradesh,NEast,21-08-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,22-08-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,23-08-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,24-08-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,25-08-2019 0.00,2,,,,
Arunachal Pradesh,NEast,26-08-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,27-08-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,28-08-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,29-08-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,30-08-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,31-08-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,01-09-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,02-09-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,03-09-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,04-09-2019 0.00,2,,,,
Arunachal Pradesh,NEast,05-09-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,06-09-2019 0.00,2,,,,
Arunachal Pradesh,NEast,08-09-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,09-09-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,10-09-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,11-09-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,12-09-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,13-09-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,14-09-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,15-09-2019 0.00,2,,,,
Arunachal Pradesh,NEast,16-09-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,17-09-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,18-09-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,19-09-2019 0.00,2,,,,
Arunachal Pradesh,NEast,20-09-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,21-09-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,22-09-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,23-09-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,24-09-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,25-09-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,26-09-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,27-09-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,28-09-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,29-09-2019 0.00,2,,,,
Arunachal Pradesh,NEast,30-09-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,01-10-2019 0.00,1.9,,,,
Arunachal Pradesh,NEast,02-10-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,03-10-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,04-10-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,05-10-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,06-10-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,08-10-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,09-10-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,10-10-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,11-10-2019 0.00,1.8,,,,
Arunachal Pradesh,NEast,12-10-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,13-10-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,14-10-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,15-10-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,16-10-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,17-10-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,18-10-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,19-10-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,20-10-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,21-10-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,22-10-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,23-10-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,24-10-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,25-10-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,26-10-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,27-10-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,28-10-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,29-10-2019 0.00,2,,,,
Arunachal Pradesh,NEast,30-10-2019 0.00,2,,,,
Arunachal Pradesh,NEast,31-10-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,01-11-2019 0.00,1.5,,,,
Arunachal Pradesh,NEast,02-11-2019 0.00,1.6,,,,
Arunachal Pradesh,NEast,03-11-2019 0.00,1.7,,,,
Arunachal Pradesh,NEast,04-11-2019 0.00,1.2,,,,
Arunachal Pradesh,NEast,05-11-2019 0.00,1.3,,,,
Arunachal Pradesh,NEast,06-11-2019 0.00,1.4,,,,
Arunachal Pradesh,NEast,08-11-2019 0.00,1.4,,,,
Arunachal Pradesh,NEast,09-11-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,10-11-2019 0.00,2,,,,
Arunachal Pradesh,NEast,11-11-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,12-11-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,13-11-2019 0.00,2,,,,
Arunachal Pradesh,NEast,14-11-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,15-11-2019 0.00,2,,,,
Arunachal Pradesh,NEast,16-11-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,17-11-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,18-11-2019 0.00,2.4,,,,
Arunachal Pradesh,NEast,19-11-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,20-11-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,21-11-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,22-11-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,23-11-2019 0.00,2,,,,
Arunachal Pradesh,NEast,24-11-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,25-11-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,26-11-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,27-11-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,28-11-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,29-11-2019 0.00,2,,,,
Arunachal Pradesh,NEast,30-11-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,01-12-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,02-12-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,03-12-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,04-12-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,05-12-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,06-12-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,08-12-2019 0.00,1.8,,,,
Arunachal Pradesh,NEast,09-12-2019 0.00,1.9,,,,
Arunachal Pradesh,NEast,10-12-2019 0.00,1.9,,,,
Arunachal Pradesh,NEast,11-12-2019 0.00,2,,,,
Arunachal Pradesh,NEast,12-12-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,13-12-2019 0.00,2,,,,
Arunachal Pradesh,NEast,14-12-2019 0.00,1.9,,,,
Arunachal Pradesh,NEast,15-12-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,16-12-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,17-12-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,18-12-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,19-12-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,20-12-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,21-12-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,22-12-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,23-12-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,24-12-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,25-12-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,26-12-2019 0.00,2.1,,,,
Arunachal Pradesh,NEast,27-12-2019 0.00,2,,,,
Arunachal Pradesh,NEast,28-12-2019 0.00,2,,,,
Arunachal Pradesh,NEast,29-12-2019 0.00,2,,,,
Arunachal Pradesh,NEast,30-12-2019 0.00,2.3,,,,
Arunachal Pradesh,NEast,31-12-2019 0.00,2.2,,,,
Arunachal Pradesh,NEast,01-01-2020 0.00,2.1,,,,
Arunachal Pradesh,NEast,02-01-2020 0.00,2.2,,,,
Arunachal Pradesh,NEast,03-01-2020 0.00,2.2,,,,
Arunachal Pradesh,NEast,04-01-2020 0.00,2.1,,,,
Arunachal Pradesh,NEast,05-01-2020 0.00,2.2,,,,
Arunachal Pradesh,NEast,13-01-2020 0.00,2.1,,,,
Arunachal Pradesh,NEast,14-01-2020 0.00,2,,,,
Arunachal Pradesh,NEast,15-01-2020 0.00,2,,,,
